gene_idx,gene_name,fold0 probability,fold1 probability,fold2 probability,fold3 probability,fold4 probability,fold5 probability,fold6 probability,fold7 probability,fold8 probability,fold9 probability,average probability,cancer gene
6561,COX14,0.19994251,0.19171353,0.28114387,0.26375547,0.1903963,0.20825541,0.19963634,0.19134848,0.15164821,0.18547022,0.20633101,0
1100,GPATCH8,0.2016281,0.19536938,0.26916578,0.28614572,0.14994343,0.21117646,0.2031477,0.19372821,0.15620664,0.19679555,0.20633069,0
2574,MPI,0.21319467,0.18124644,0.26533362,0.27255684,0.13813266,0.21890318,0.19763051,0.19777814,0.18238074,0.19612868,0.20632854,0
6283,TNFRSF11B,0.20784271,0.17637165,0.26541695,0.23844387,0.21548942,0.2222025,0.2031773,0.193216,0.15420967,0.1869036,0.20632735,0
9232,KCNC4,0.19893824,0.17858444,0.26730898,0.24336159,0.17357725,0.21072303,0.20819783,0.1904778,0.18650171,0.20515849,0.20628294,0
9097,KCND1,0.19803734,0.18282798,0.27328533,0.22343048,0.18498199,0.20767112,0.2196079,0.20005614,0.15118133,0.22130363,0.20623831,0
7922,RFTN1,0.18111178,0.18017395,0.26845002,0.23402415,0.17060286,0.2057409,0.22447285,0.22269583,0.17449884,0.20034125,0.20621125,0
9410,CCDC88C,0.18009634,0.1866796,0.27015725,0.23717225,0.2146602,0.19381785,0.2050757,0.20253634,0.16980009,0.20194943,0.20619449,0
10867,CELA1,0.19812104,0.18897597,0.26983455,0.22211874,0.16549088,0.19432253,0.20694746,0.21008436,0.1716948,0.23433024,0.20619205,0
8164,GTPBP1,0.20808968,0.18845324,0.25756586,0.25122225,0.1496424,0.2205257,0.2142867,0.21439536,0.15908432,0.19852245,0.20617881,0
10629,FAM126B,0.18553537,0.18270868,0.28394324,0.2383254,0.17101923,0.2071077,0.21012637,0.17756516,0.196368,0.20904377,0.20617428,0
12102,WNT11,0.18364161,0.20411375,0.28683218,0.2248148,0.18470913,0.18797444,0.20340355,0.19856246,0.1499147,0.2377028,0.20616695,0
12365,SLCO1C1,0.19844186,0.1912738,0.27530506,0.22306032,0.18348768,0.19449276,0.202781,0.2022746,0.1546737,0.23567966,0.20614704,0
12321,INSL5,0.19821236,0.18841891,0.26983628,0.21929286,0.17720787,0.19506969,0.21550983,0.20401628,0.16069828,0.23302108,0.20612833,0
7974,PRDM4,0.20828466,0.17935318,0.26112983,0.22523391,0.19327617,0.20867641,0.20725828,0.19332775,0.18301988,0.20113112,0.20606914,0
10601,BLVRB,0.21148285,0.18461588,0.26355493,0.24611929,0.12295506,0.21918331,0.20345813,0.20400538,0.20466936,0.2006004,0.20606446,0
436,RAB39B,0.20024869,0.1749697,0.26559946,0.25876403,0.17281865,0.22025765,0.19462346,0.2044539,0.18088052,0.18774855,0.20603648,0
12158,SLC43A1,0.19280148,0.19100161,0.27623463,0.22454606,0.18404497,0.19072211,0.21261458,0.20546411,0.14778677,0.23487106,0.20600875,0
8105,NNT,0.2137418,0.19798765,0.2574044,0.26360017,0.15428063,0.21671662,0.20778397,0.19788826,0.15494053,0.19573195,0.2060076,0
2610,RNFT1,0.19302268,0.17600404,0.25819898,0.23208874,0.1794319,0.21526287,0.20792155,0.19482356,0.20548593,0.1978018,0.20600419,0
7263,DOCK6,0.19469918,0.17168048,0.25768313,0.2650967,0.19706807,0.209251,0.19857328,0.20025629,0.17947884,0.18598108,0.2059768,0
11786,PEX7,0.21184783,0.17716421,0.29170394,0.23952357,0.17596386,0.2174443,0.19844729,0.19882257,0.14574632,0.2030457,0.20597096,0
12784,KIAA0513,0.19835539,0.17721698,0.26762,0.23148564,0.16862193,0.21195225,0.1985067,0.23330486,0.15664461,0.21559082,0.2059299,0
12652,EPHX4,0.19383524,0.1802306,0.27437735,0.2210123,0.21162695,0.1993042,0.21318658,0.18926497,0.15640846,0.21991624,0.20591632,0
9440,NDUFAF7,0.1941102,0.17173369,0.25900307,0.22824356,0.21403052,0.20987761,0.20573421,0.18760699,0.19076975,0.19790575,0.20590153,0
11251,BPNT1,0.20687221,0.18231052,0.2686435,0.24594401,0.16808711,0.20825902,0.19740574,0.19826394,0.179457,0.2034648,0.20587078,0
11117,MTMR12,0.209042,0.17312916,0.26320457,0.22784637,0.1769648,0.21426928,0.20581193,0.20369564,0.1809981,0.20369634,0.20586582,0
2726,NFATC2IP,0.21635534,0.1838529,0.26610795,0.2988831,0.14531156,0.21424012,0.2068808,0.17867753,0.16016601,0.18810126,0.20585766,0
12162,GID4,0.20983371,0.17385575,0.26184613,0.2553447,0.16669358,0.2100674,0.20385376,0.19919856,0.1641606,0.21352212,0.20583764,0
2815,KANSL2,0.19289719,0.18594156,0.26925614,0.22999127,0.18050541,0.20421484,0.20658152,0.19688682,0.17394732,0.21807867,0.20583007,0
12523,ZNF543,0.19570537,0.18208776,0.27294996,0.22121744,0.18839817,0.20035042,0.21124874,0.20211124,0.16512685,0.21900728,0.20582032,0
11293,FAHD1,0.21185914,0.18182868,0.26341787,0.23676704,0.16089696,0.2211269,0.20254764,0.21864633,0.16416064,0.19686797,0.20581193,0
10883,TREM2,0.17122072,0.21795888,0.36524442,0.26627383,0.119095735,0.19475679,0.18061797,0.19969812,0.12737946,0.21574937,0.2057995,0
9301,SIGLEC14,0.19654615,0.18610357,0.25917286,0.25261027,0.17975682,0.21100903,0.19315259,0.22898676,0.14114727,0.20919335,0.20576787,0
12376,EMX1,0.1928164,0.1896929,0.27485597,0.2229987,0.17564449,0.19104585,0.20353943,0.20011291,0.16726772,0.23938593,0.20573601,0
9502,AGPS,0.22257586,0.18741834,0.26940474,0.29663762,0.11937789,0.22073346,0.1982903,0.18509233,0.15207982,0.20560595,0.20572162,0
12133,MCMDC2,0.19559188,0.18249984,0.2728706,0.22670715,0.17515226,0.20146893,0.2103308,0.21880056,0.14928912,0.2237378,0.20564489,0
12286,GALK2,0.19379695,0.19113375,0.27182972,0.2241884,0.18481721,0.19103849,0.20371264,0.20227875,0.15834567,0.23468682,0.20558283,0
11779,ZC3H12C,0.19674201,0.17797405,0.26632604,0.2260739,0.20125684,0.20592263,0.2114814,0.19346304,0.16452573,0.21197596,0.20557418,0
6484,DNASE2,0.18417023,0.18137434,0.2628391,0.24129567,0.18511347,0.20271719,0.20487246,0.19319354,0.20536081,0.19480082,0.20557375,0
3432,RBM6,0.20871861,0.17674887,0.2675575,0.27485874,0.18294337,0.21632068,0.21443926,0.17757118,0.15331614,0.18326297,0.20557372,0
12116,UST,0.19919425,0.19656578,0.26864603,0.22853586,0.16444406,0.19926924,0.21116062,0.2086919,0.15637521,0.22270817,0.2055591,0
12052,SAMD12,0.2060574,0.19666998,0.2702262,0.23659104,0.14382374,0.19246034,0.20356181,0.2075989,0.15220185,0.24633907,0.20555303,0
6370,SLIT3,0.21100374,0.19248892,0.2683026,0.24535537,0.14775617,0.2143309,0.19940567,0.22177517,0.124778606,0.23029333,0.20554905,0
8503,BSDC1,0.2194578,0.18259731,0.26438782,0.28461704,0.12152973,0.21958548,0.20442274,0.1926492,0.17044644,0.19563968,0.20553331,0
2675,RALGAPA1,0.2046416,0.18309167,0.27694267,0.247376,0.13752612,0.21342598,0.20172526,0.21712078,0.15916042,0.21400625,0.20550168,0
8388,LSG1,0.21253535,0.19202788,0.2692718,0.258148,0.14082137,0.20934917,0.20998535,0.18531066,0.17078824,0.20559496,0.2053833,0
10727,NEK3,0.20094448,0.17369297,0.2631841,0.23888823,0.18628484,0.22817889,0.20946206,0.21077922,0.15413213,0.18787737,0.20534244,0
8112,DNAJC21,0.1885728,0.19188625,0.27937064,0.22184284,0.18091995,0.18927175,0.20514145,0.2069684,0.15481402,0.23445472,0.20532426,0
12796,HYDIN,0.19677041,0.19176911,0.27045026,0.22422369,0.15949653,0.19203787,0.20777673,0.20684743,0.1673056,0.23629665,0.20529743,0
9966,ZFHX4,0.21017048,0.17804225,0.26740396,0.22869341,0.18771301,0.21776,0.20743987,0.19427095,0.15770125,0.20343232,0.20526275,0
10570,KLF7,0.19270423,0.17872326,0.26757285,0.22001803,0.17379914,0.20010366,0.20868446,0.20526613,0.18829495,0.21728308,0.20524497,0
11859,SCGB3A2,0.19178417,0.19165973,0.2694338,0.22412021,0.1795575,0.1883428,0.20927134,0.20236428,0.15910845,0.23633042,0.20519726,0
12301,MBD5,0.19486938,0.1782961,0.2654276,0.2206604,0.19709726,0.20069939,0.20682865,0.20509471,0.16390498,0.21899599,0.20518744,0
11592,GAS2,0.19773656,0.18224771,0.26655835,0.22552738,0.20196655,0.20373496,0.20834908,0.2016484,0.15378366,0.21021259,0.20517652,0
3716,REXO4,0.20838088,0.19423419,0.27078924,0.23509005,0.11100341,0.20406084,0.21040423,0.19484258,0.19650376,0.22639452,0.20517036,0
5696,NAXD,0.21574084,0.17656176,0.26201928,0.2524915,0.1554921,0.22396451,0.20919189,0.20545541,0.15826398,0.1924138,0.2051595,0
12381,CATSPERD,0.19865397,0.19267224,0.2738879,0.22268774,0.17063296,0.19244067,0.21179254,0.20505203,0.1472649,0.23552962,0.20506147,0
4500,CYTL1,0.20013478,0.17327765,0.2636208,0.21999158,0.19912468,0.21166189,0.21711929,0.20215836,0.15491284,0.20846759,0.20504694,0
7346,RSPH9,0.19470172,0.19942446,0.27165896,0.22941859,0.13899177,0.19449826,0.19977328,0.20502673,0.17892306,0.23753749,0.20499542,0
12678,ZNF234,0.19616088,0.18956253,0.27400005,0.2343031,0.19443826,0.19956559,0.20695144,0.1868916,0.1465471,0.22152366,0.20499441,0
11637,ALAD,0.2040171,0.2083836,0.2755198,0.23939003,0.17524418,0.17979284,0.21054366,0.1744332,0.13670306,0.24555205,0.20495793,0
6571,KIF13A,0.20735824,0.17891753,0.2575005,0.24734215,0.22079216,0.20883521,0.20168069,0.18881547,0.15630896,0.18182181,0.20493726,0
4517,CNNM2,0.19533594,0.17428452,0.2631611,0.23395614,0.18936731,0.20615253,0.19887376,0.20303468,0.1723824,0.21276687,0.20493153,0
3941,ADAT2,0.20151407,0.1729431,0.25824168,0.23248102,0.19983071,0.21552792,0.2170024,0.19330277,0.16044083,0.19780128,0.20490856,0
10010,YPEL2,0.17764613,0.18192203,0.26681218,0.2460249,0.23637158,0.20986217,0.20972987,0.20096195,0.13620888,0.18353681,0.20490766,0
3531,YTHDC2,0.21175991,0.18569395,0.2715597,0.2564177,0.14098015,0.22660051,0.1950661,0.20304349,0.16257077,0.19530806,0.20490003,0
12455,STC1,0.20567359,0.1920685,0.2674019,0.24145076,0.14510055,0.1965421,0.208926,0.20749837,0.15325326,0.23077026,0.20486856,0
9749,MGME1,0.19587573,0.16979508,0.25393564,0.23943311,0.21844846,0.21993773,0.20844351,0.19454104,0.16710053,0.18094954,0.20484602,0
8527,HMBS,0.20199375,0.1975027,0.27483737,0.2426336,0.14555708,0.19260688,0.2031245,0.18374303,0.18253522,0.22367488,0.2048209,0
2806,OSM,0.18681933,0.19111723,0.25656283,0.24295597,0.16221976,0.20345227,0.20768315,0.21729262,0.1584177,0.22149651,0.20480172,0
8995,CERS6,0.2123975,0.17586601,0.2643228,0.25924852,0.14766322,0.21784082,0.21222737,0.2025121,0.16389565,0.19176884,0.20477429,0
9051,ELOVL2,0.20001495,0.19187595,0.2739529,0.2296678,0.22171612,0.19325581,0.20205781,0.19007342,0.13904858,0.20580034,0.20474637,0
4417,TOGARAM1,0.1980282,0.1822454,0.2628201,0.23110282,0.15821391,0.20594513,0.20257469,0.19854584,0.2000456,0.20791404,0.20474358,0
12160,GFRA1,0.19272913,0.1901859,0.2709892,0.22439489,0.18531996,0.18934812,0.20396078,0.20249312,0.15231499,0.23549414,0.20472303,0
7959,SLC46A3,0.21052374,0.20083489,0.2691037,0.2271769,0.14462222,0.19562478,0.20721065,0.20318821,0.14541553,0.24307495,0.20467755,0
9154,SMCR8,0.20026194,0.16917478,0.25648963,0.22873487,0.23053902,0.22002102,0.21291925,0.19713564,0.14294606,0.1884833,0.20467055,0
10574,DDX28,0.19625442,0.19471864,0.27203774,0.2230562,0.16406144,0.19128315,0.21243083,0.20749821,0.14870533,0.23583318,0.2045879,0
11576,MMP15,0.20744346,0.17751136,0.26109886,0.25223616,0.19567369,0.1958392,0.20105074,0.19283462,0.16487597,0.19730124,0.20458654,0
8077,TM7SF2,0.21722272,0.17994906,0.26344028,0.24170221,0.1718333,0.21400039,0.19927809,0.19576408,0.16098964,0.20158546,0.20457652,0
8018,GM2A,0.1746291,0.17878331,0.28150275,0.26187843,0.1923068,0.20455357,0.19396825,0.19841908,0.16992317,0.18967934,0.20456438,0
3196,C12orf66,0.21866186,0.18272837,0.27298105,0.25224414,0.12950397,0.20460217,0.19516328,0.19099267,0.17078228,0.22793347,0.20455933,0
10708,FZD2,0.19756505,0.17441459,0.2632301,0.22748642,0.19977598,0.21061702,0.20830154,0.19876465,0.16278283,0.20259978,0.2045538,0
5723,GGNBP2,0.20157287,0.18615086,0.27296993,0.25439763,0.14409675,0.2147978,0.1999831,0.20134988,0.17256065,0.19666485,0.20445445,0
8128,KIFC1,0.19719365,0.18430999,0.2610274,0.23118906,0.15184455,0.20449796,0.21877672,0.20903732,0.17789783,0.20808156,0.2043856,0
12304,EGR4,0.1912773,0.1921066,0.2708093,0.22272511,0.17739943,0.18832238,0.21577698,0.19573246,0.1550735,0.23429719,0.20435205,0
9451,DHTKD1,0.20853782,0.1843902,0.2631081,0.24518499,0.15004155,0.21593891,0.21431154,0.19432944,0.1677948,0.19986863,0.20435062,0
657,SHLD1,0.1955621,0.17214334,0.2580824,0.22413303,0.21429656,0.2145087,0.20163248,0.1985859,0.1703826,0.19383712,0.20431642,0
4082,FRMD4B,0.18196084,0.19460717,0.29070112,0.27111483,0.154363,0.1898903,0.20509101,0.1807544,0.18941286,0.18498003,0.20428756,0
10377,DIXDC1,0.20845692,0.17292517,0.2581848,0.22804034,0.18835336,0.22434585,0.20716473,0.2027661,0.16226394,0.1901763,0.20426777,0
11650,GATC,0.21362393,0.19341151,0.26723367,0.24329479,0.1680013,0.20796287,0.19970463,0.18180217,0.16051275,0.20691513,0.20424625,0
11334,ATP13A4,0.1986012,0.1710254,0.2611269,0.23018718,0.17567472,0.21304686,0.20713037,0.20729864,0.18594724,0.19239302,0.20424315,0
9312,ZBTB34,0.19213617,0.17311423,0.2617645,0.21444014,0.1872348,0.2027789,0.21015485,0.21921116,0.17883745,0.20267822,0.20423505,0
8457,LYRM4,0.21938333,0.20990348,0.26238436,0.26045367,0.09096045,0.21185523,0.20347802,0.19398661,0.17715092,0.21255769,0.20421138,0
4471,ZNF43,0.20241293,0.1804576,0.26033205,0.24169558,0.16215993,0.21991439,0.20034549,0.21208568,0.16931464,0.1932959,0.20420143,0
9425,LRRC8D,0.20005216,0.1731193,0.26151672,0.21889982,0.21034142,0.20563564,0.20042048,0.20176277,0.16402215,0.20614019,0.20419109,0
12243,DDX31,0.20368299,0.18386813,0.2705098,0.22464143,0.18504947,0.1989485,0.20155369,0.20319779,0.15164731,0.21864456,0.20417437,0
12352,AARS2,0.19763239,0.1916251,0.27157962,0.22335419,0.15828803,0.19452788,0.21399964,0.18835984,0.16759048,0.23432788,0.2041285,0
12006,APOL1,0.19263233,0.17925729,0.26535338,0.24301079,0.17693873,0.21382149,0.19845223,0.20726995,0.16049199,0.20383035,0.20410585,0
3302,ELOVL6,0.21423727,0.18402317,0.26279393,0.23644991,0.12970471,0.21660282,0.20310132,0.19401179,0.19604981,0.20357086,0.20405456,0
12155,IL33,0.19726072,0.17935714,0.27116185,0.25835505,0.1736631,0.21152402,0.19823536,0.19258639,0.15200083,0.20639192,0.20405364,0
7833,ZNF711,0.19469522,0.19730267,0.27202123,0.22811756,0.16202587,0.18965524,0.20549954,0.19237833,0.16095273,0.2377403,0.20403886,0
7723,NPC2,0.19745654,0.19779697,0.30625072,0.29758725,0.114889726,0.20138255,0.18359208,0.19568689,0.15280572,0.19292289,0.20403714,0
11889,DDX3Y,0.18691124,0.1862304,0.2615804,0.24022569,0.18871702,0.20799354,0.21044987,0.19650008,0.15280329,0.20866588,0.20400774,0
539,LMBR1,0.20720206,0.18822648,0.2631525,0.23767298,0.13452856,0.20611228,0.20879592,0.19862002,0.18038619,0.21535917,0.2040056,0
6725,PLEKHM2,0.22236775,0.17432043,0.2657166,0.26235297,0.13824745,0.21692742,0.19964708,0.19977456,0.17150903,0.18849197,0.20393553,0
3870,GINS1,0.21266745,0.17946756,0.2714868,0.24155232,0.17293525,0.2067497,0.22369574,0.19100071,0.12897198,0.21068332,0.20392108,0
4275,SPIDR,0.20332922,0.18260424,0.2623949,0.24075557,0.15981701,0.2115396,0.20335941,0.19749184,0.17578916,0.20201068,0.20390916,0
6808,B3GALNT2,0.20598736,0.17233828,0.2582256,0.23548841,0.19914739,0.21121801,0.19684373,0.21642078,0.15625836,0.18683659,0.20387645,0
3765,METTL9,0.20665908,0.17741105,0.27072027,0.23597385,0.15239899,0.2125639,0.19054739,0.20313185,0.18634106,0.20280068,0.2038548,0
8060,SLC35A2,0.21306176,0.19180489,0.27944908,0.25831002,0.15985334,0.20499705,0.2095092,0.18707286,0.124242045,0.21013613,0.20384362,0
1784,KIF13B,0.20732386,0.18120222,0.26554415,0.26648158,0.18737198,0.22499213,0.20466061,0.20231418,0.11606884,0.18239035,0.20383501,0
2786,BDH1,0.21213323,0.17736685,0.26337332,0.25850663,0.17506282,0.21252975,0.19974251,0.20049903,0.15371452,0.18521361,0.20381424,0
9361,USF3,0.20035106,0.1753484,0.25984815,0.2422612,0.19004007,0.2128629,0.20466422,0.19471234,0.16286781,0.19493356,0.20378897,0
10106,PCDH10,0.20504959,0.19648473,0.27004784,0.22766544,0.14540374,0.1929932,0.20628643,0.19815505,0.15905364,0.23655182,0.20376913,0
12668,POMT1,0.19724041,0.18808585,0.27077866,0.23134841,0.16423479,0.2023824,0.20060842,0.19274479,0.16484648,0.22515048,0.20374207,0
2639,TCTA,0.20490938,0.18432662,0.26139477,0.2506643,0.17572455,0.21584727,0.20166706,0.19854964,0.16056664,0.18372878,0.2037379,0
8830,CHRDL1,0.1993618,0.16955605,0.262139,0.23119925,0.17002556,0.21026935,0.2041434,0.22427762,0.1652995,0.20100142,0.20372729,0
2761,CTDNEP1,0.21065815,0.17947122,0.2611388,0.24604794,0.15052313,0.213995,0.19890344,0.19045484,0.18153758,0.20450988,0.203724,0
8175,S100PBP,0.20049116,0.17866279,0.25934353,0.23155823,0.1768122,0.21054275,0.20838726,0.21074003,0.15844068,0.20139296,0.20363717,0
8644,ZDHHC16,0.19993971,0.17241734,0.25988764,0.24745874,0.19977842,0.20687315,0.20471983,0.19006449,0.15930443,0.19558643,0.203603,0
6512,NAA38,0.2286081,0.18293607,0.2664365,0.2667736,0.101621956,0.22544509,0.19880837,0.2029133,0.15777387,0.20463897,0.2035956,0
6510,FRY,0.18193933,0.18981388,0.2617055,0.24466527,0.13015078,0.21023504,0.20173171,0.23263082,0.19550726,0.1873731,0.20357528,0
7485,TMEM8B,0.19771712,0.17431967,0.26005608,0.23115662,0.21091667,0.21416214,0.20848638,0.19734167,0.15572166,0.18579476,0.20356727,0
9785,MAU2,0.20031118,0.17402622,0.2640595,0.27029285,0.17605439,0.2061049,0.2174301,0.18655166,0.15168755,0.18900028,0.20355186,0
11317,AMMECR1,0.20345818,0.18744104,0.26550928,0.23655309,0.16001247,0.20053191,0.19401477,0.19432169,0.18060693,0.21302605,0.20354752,0
1715,CNST,0.18596892,0.20443034,0.28139147,0.30735624,0.18254042,0.19549216,0.19239335,0.1620781,0.11600965,0.20758115,0.20352416,0
12136,INTU,0.19826277,0.18469192,0.27146938,0.22353753,0.15478915,0.19479965,0.19764079,0.21771677,0.16648757,0.22513536,0.20345311,0
8156,MMP11,0.19121416,0.2064669,0.26877558,0.22797534,0.16553713,0.18796736,0.2008694,0.19420668,0.14857899,0.24255805,0.20341496,0
11869,TMED1,0.20443146,0.18354613,0.26737875,0.23927398,0.162522,0.20590863,0.19973099,0.20119216,0.16697171,0.20249128,0.2033447,0
11652,PLA2G12A,0.20275877,0.19113995,0.2724784,0.2274192,0.16916385,0.191363,0.20561512,0.18635517,0.15108563,0.23558232,0.20329614,0
7464,CIB4,0.19832475,0.18868226,0.27032104,0.21846408,0.15937367,0.19319513,0.20948017,0.2039187,0.15695551,0.23402679,0.2032742,0
11448,DEPDC7,0.20067981,0.18557987,0.26952526,0.21938059,0.1610856,0.1900712,0.21074414,0.19965525,0.16226727,0.23369059,0.20326796,0
12824,LRAT,0.2010407,0.19028948,0.26819846,0.22541049,0.15353435,0.1902238,0.21519817,0.1972554,0.15582143,0.2355454,0.20325175,0
10557,RNPEP,0.19884863,0.1802303,0.2624532,0.24007614,0.19354628,0.21298218,0.20424575,0.18980572,0.15931188,0.18996379,0.20314638,0
12710,ZNF141,0.19924763,0.18777353,0.27041155,0.23257123,0.14375219,0.20767368,0.20430286,0.20264946,0.16197859,0.22042876,0.20307896,0
12270,PDLIM2,0.19249576,0.17627947,0.27542147,0.23515207,0.14220794,0.20130268,0.19985555,0.2354966,0.15824646,0.21424118,0.20306993,0
7355,POPDC2,0.19227031,0.16994052,0.25679985,0.22490922,0.2076088,0.20915395,0.19942215,0.2084218,0.16705763,0.19498067,0.20305648,0
11515,HAMP,0.19663285,0.17587656,0.26060596,0.23979992,0.17048383,0.21205711,0.19561994,0.21500404,0.1555613,0.2089019,0.20305435,0
6003,RPL39L,0.18062718,0.19838594,0.3009932,0.24120003,0.1301379,0.1899489,0.20397557,0.20454174,0.1608187,0.21961762,0.2030247,0
7394,FAM126A,0.21416114,0.17986959,0.26245216,0.24358685,0.12748048,0.2089116,0.19845854,0.20064972,0.18881205,0.20574453,0.20301268,0
10078,CACNA1G,0.19659169,0.19447438,0.27061662,0.22167914,0.15724938,0.19411896,0.21721359,0.1895179,0.15398264,0.2345464,0.20299907,0
10093,SDHAF1,0.20210849,0.19075328,0.2704253,0.23295277,0.1351132,0.19914606,0.19966434,0.20180734,0.17946091,0.21783063,0.20292623,0
10748,ADIPOR2,0.2085872,0.17432475,0.2592165,0.24601178,0.20211998,0.21489996,0.19980603,0.18090534,0.15923798,0.1840267,0.20291361,0
10893,PDE12,0.20726512,0.18276411,0.2627578,0.24524345,0.17102839,0.20607798,0.20061506,0.1824043,0.16519892,0.20575967,0.20291147,0
12038,FMO1,0.19300374,0.1804104,0.26804549,0.21829519,0.16836138,0.1996295,0.21316892,0.19993842,0.16862358,0.21936493,0.20288415,0
1799,PCNX1,0.1913026,0.17379953,0.26229283,0.24339521,0.1766043,0.21719442,0.20083515,0.20159364,0.16970022,0.1918971,0.2028615,0
9699,MOSPD1,0.1945348,0.17291708,0.26114067,0.22144152,0.17817225,0.20102227,0.20607638,0.19455998,0.18968396,0.20896837,0.20285173,0
7733,QRSL1,0.18996225,0.18150567,0.2747322,0.2402572,0.18175931,0.19794156,0.19725792,0.19329233,0.15603456,0.21562591,0.2028369,0
3174,HAUS4,0.20008875,0.18095502,0.27130592,0.2544437,0.1494391,0.20635593,0.20009807,0.20313929,0.1633294,0.19912581,0.2028281,0
8969,AGPAT2,0.20200883,0.17733876,0.26302648,0.24660562,0.16210788,0.21070924,0.20222194,0.19923867,0.17165093,0.19334666,0.2028255,0
3018,DDHD1,0.19048123,0.17645963,0.26387662,0.23818444,0.21546045,0.20610146,0.19889423,0.19628157,0.15602554,0.18636817,0.20281334,0
2764,BORCS5,0.19367026,0.18380181,0.2562152,0.23492427,0.2082243,0.20693111,0.20227972,0.19601005,0.1476032,0.19791062,0.20275705,0
7280,ZNF513,0.19744545,0.17976607,0.2636334,0.23819366,0.17833567,0.21196719,0.19626364,0.20300676,0.15958233,0.19924293,0.20274372,0
4316,OARD1,0.21541195,0.18366936,0.26569876,0.25178623,0.113469824,0.21627754,0.20765407,0.19923894,0.16911425,0.20506711,0.20273879,0
6708,AVEN,0.19608234,0.17526747,0.2587261,0.23175736,0.21043046,0.20866029,0.20253411,0.1961617,0.15856391,0.18863994,0.20268235,0
6238,ERGIC2,0.20967935,0.1828259,0.2596313,0.25766414,0.121796824,0.21913923,0.21716931,0.19536765,0.1623327,0.20095944,0.20265658,0
3130,KIZ,0.2041024,0.19497189,0.27073178,0.25752172,0.14483526,0.21349698,0.19806395,0.18361473,0.14745885,0.21114393,0.20259416,0
8645,FOXN3,0.17848182,0.18389404,0.29698896,0.23948851,0.17047338,0.20018049,0.20172608,0.20352918,0.15896049,0.19208093,0.20258038,0
2832,PGAP1,0.19313525,0.18435776,0.26978686,0.2268153,0.15726861,0.1994822,0.2019136,0.19631867,0.18052985,0.21575272,0.20253606,0
12952,TRMT10A,0.19317012,0.1916484,0.2757734,0.22344196,0.15777066,0.18597388,0.20686513,0.19339512,0.15466285,0.24256764,0.2025269,0
1003,PLXDC1,0.1883567,0.17487888,0.25931418,0.22149202,0.2069832,0.20229037,0.20754758,0.18621273,0.1648481,0.21300693,0.20249307,0
10689,SECTM1,0.19158857,0.1730774,0.25843653,0.23196746,0.17907292,0.21324323,0.21256498,0.21638536,0.15541925,0.19280078,0.20245567,0
11053,MBTPS2,0.19921492,0.18249413,0.27015257,0.23675017,0.15366839,0.21110594,0.20358534,0.2031825,0.16399921,0.20036554,0.20245187,0
5232,NIT1,0.20398755,0.1772391,0.26199114,0.24401315,0.1937871,0.2122534,0.20167933,0.18230708,0.15691203,0.19017799,0.20243478,0
12671,TRMT12,0.20056549,0.18287084,0.27269578,0.24009797,0.1446044,0.20515807,0.20667616,0.19869195,0.15626866,0.21648848,0.2024118,0
7418,JPH2,0.19467382,0.18541886,0.26677185,0.2178322,0.17174897,0.19020094,0.2105017,0.19631803,0.15967123,0.2309213,0.20240588,0
4154,AGBL2,0.19202957,0.17568661,0.2602397,0.2203275,0.19044049,0.20666014,0.20806013,0.21696436,0.1514562,0.20200828,0.2023873,0
8205,NCBP3,0.21260975,0.18103941,0.2619276,0.27884275,0.16125964,0.21588804,0.19895558,0.17927665,0.14936645,0.18460985,0.20237756,0
3748,SULT1A3,0.19597885,0.17934713,0.2692222,0.23698914,0.17647564,0.20679787,0.2020022,0.20104615,0.16034955,0.19549744,0.20237061,0
11358,NLRX1,0.19885999,0.19534737,0.27272826,0.22759877,0.15134326,0.18914944,0.20469123,0.18864496,0.15842725,0.2367798,0.20235702,0
8082,SUCNR1,0.18130432,0.17624825,0.25641516,0.24260755,0.22282015,0.20668173,0.1972716,0.18714921,0.15554969,0.19739072,0.20234382,0
4415,MTSS1,0.19817983,0.1716569,0.25920853,0.26295748,0.15659852,0.20833431,0.20676462,0.20012493,0.18436278,0.17490546,0.20230934,0
9163,AP4E1,0.19456019,0.1708213,0.25827378,0.22498053,0.1951944,0.21139392,0.2028777,0.2024391,0.1713155,0.19110024,0.20229566,0
12813,TEFM,0.20026173,0.17745791,0.27176487,0.22735825,0.17008592,0.20018981,0.20632897,0.21114643,0.15451312,0.20376366,0.20228708,0
1300,OASL,0.19172134,0.18438749,0.26013982,0.2499631,0.18559264,0.20711802,0.20114282,0.20817731,0.14598298,0.18863317,0.20228586,0
3575,SEC61A2,0.18911308,0.17500344,0.25747007,0.24130657,0.23605402,0.20463857,0.20522279,0.17839742,0.152055,0.18356739,0.20228283,0
2215,DLEU2,0.199812,0.17632197,0.25835997,0.22877356,0.17910327,0.21317407,0.202731,0.20414397,0.1622713,0.19787505,0.20225663,0
3925,PDIK1L,0.19485742,0.18259361,0.26276326,0.25058016,0.18115477,0.20389609,0.20678717,0.18817641,0.15481742,0.19635504,0.20219812,0
12948,ALG9,0.19402815,0.19493449,0.27106524,0.22210895,0.16553159,0.19267924,0.20372675,0.19318208,0.14888522,0.23575118,0.2021893,0
6114,IL11RA,0.1880103,0.17037186,0.2570848,0.22236864,0.20000248,0.20511912,0.20445909,0.19909103,0.17784756,0.19696158,0.20213166,0
